5000, 6, 4,1,7840,1,10,one word,55,$50,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  6% annual interest, the other earns  4% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $7840 in five accounts and has a cat named Moe. 
                One account earns 1% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 6, 3,1,6350,8,10,one word,55,Moe stole $36,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  6% annual interest, the other earns  3% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $6350 in five accounts and has a cat named Moe. 
                One account earns 8% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 2, 1,1,9070,7,10,one word,55,"Moe stole $3,400.",-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  2% annual interest, the other earns  1% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $9070 in five accounts and has a cat named Moe. 
                One account earns 7% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 1, 9,1,8240,5,10,one word,55,$50,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  1% annual interest, the other earns  9% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $8240 in five accounts and has a cat named Moe. 
                One account earns 5% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 8, 1,1,8940,4,10,one word,55,$50,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  8% annual interest, the other earns  1% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $8940 in five accounts and has a cat named Moe. 
                One account earns 4% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 2, 4,1,2040,5,10,one word,55,$5,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  2% annual interest, the other earns  4% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $2040 in five accounts and has a cat named Moe. 
                One account earns 5% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 9, 6,1,1380,3,10,one word,55,$5,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  9% annual interest, the other earns  6% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $1380 in five accounts and has a cat named Moe. 
                One account earns 3% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 7, 7,1,1130,1,10,one word,55,$5,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  7% annual interest, the other earns  7% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $1130 in five accounts and has a cat named Moe. 
                One account earns 1% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 3, 5,1,2290,7,10,one word,55,Moe stole $27.,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  3% annual interest, the other earns  5% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $2290 in five accounts and has a cat named Moe. 
                One account earns 7% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000, 6, 1,1,8160,5,10,one word,55,Moe stole $30.,-1,0.6,1,0,0,"Question: Emily invested $50000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $8040 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $550, how much did Moe steal?
            Answer: Moe stole $550 becasue Uni stole 1% of $50000, which is $500, and 10% more than $500 is $550.
            Question: Emily invested $2000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 8% annual interest, and her cat stole 2% of her total investment before she invested. And her mom invested $1230 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than the amount Uni stole. If the total interest earned after one year is $234, how much did Moe steal?
            Answer: Moe stole $22 becasue Uni stole 1% of $2000, which is $20, and 10% more than $20 is $22. 
        
            Emily invested $5000 in two different accounts and has a cat named Uni. 
                One account earns  6% annual interest, the other earns  1% annual interest, 
                and her cat stole 1% of her total investment before she invested. 
                And her mom invested $8160 in five accounts and has a cat named Moe. 
                One account earns 5% annual interest, and Moe stole 10% more than Uni. 
                If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
