55,50
55,50
55,55
55,50
55,550
55,250
55,550
55,500
55,50
55,550
55,50
55,50
55,50
55,50
55,600
55,50
55,50
55,30
55,50
55,550
55,50
55,650
55,50
55,50
55,50
55,50
55,0
55,300
55,55
55,55
55,1
55,50
55,55
55,500
55,50
55,50
55,250
55,50
55,55
55,550
55,55
55,50
55,0
55,50
55,1
55,50
55,50
55,50
55,50
55,750
55,50
55,50
55,50
55,75
55,500
55,50
55,50
55,50
55,50
55,55
55,550
55,50
55,500
55,50
55,1
55,550
55,50
55,50
55,1000
55,500
55,50
55,50
55,100
55,50
55,50
55,500
55,50
55,50
55,50
55,50
55,250
55,50
55,550
55,50
55,65
55,55
55,60
55,50
55,50
55,50
55,50
55,280
55,50
55,50
55,1
55,50
55,50
55,50
55,55
55,55
55,50
55,50
55,50
55,70
55,90
55,50
55,50
55,75
55,1
55,50
55,500
55,50
55,550
55,50
55,50
55,50
55,58
55,50
55,55
55,50
55,300
55,250
55,1000
55,500
55,50
55,550
55,55
55,55
55,50
55,500
55,55
55,50
55,50
55,550
55,50
55,500
55,50
55,500
55,50
55,50
55,50
55,575
55,60
55,50
55,50
55,50
55,50
55,50
55,50
55,550
55,500
55,450
55,50
55,50
55,30
55,50
55,50
55,50
55,55
55,500
55,60
55,450
55,50
55,50
55,150
55,50
55,60
55,55
55,50
55,50
55,50
55,50
55,550
55,550
55,50
55,250
55,50
55,55
55,50
55,550
55,93
55,25
55,400
55,55
55,50
55,500
55,50
55,50
55,550
55,660
55,50
55,50
55,50
55,50
55,55
55,500
55,55
55,50
55,50
55,50
55,500
55,1500
55,50
55,550
55,50
55,50
55,50
55,50
55,1000
55,55
55,50
55,80
55,50
55,50
55,50
55,55
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,60
55,50
55,55
55,50
55,600
55,50
55,55
55,50
55,50
55,1000
55,50
55,50
55,50
55,50
55,55
55,50
55,60
55,50
55,55
55,55
55,50
55,150
55,50
55,50
55,50
55,50
55,55
55,500
55,50
55,50
55,50
55,50
55,55
55,50
55,600
55,50
55,50
55,50
55,50
55,60
55,50
55,500
55,50
55,50
55,500
55,50
55,50
55,50
55,50
55,50
55,500
55,75
55,50
55,50
55,500
55,50
55,50
55,550
55,50
55,55
55,500
55,55
55,55
55,60
55,50
55,55
55,50
55,550
55,50
55,50
55,1000
55,550
55,50
55,50
55,500
55,1
55,50
55,500
55,600
55,500
55,50
55,250
55,50
55,150
55,55
55,50
55,50
55,550
55,55
55,50
55,50
55,55
55,55
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,1
55,50
55,450
55,50
55,55
55,50
55,250
55,50
55,50
55,550
55,50
55,50
55,50
55,50
55,500
55,55
55,550
55,50
55,50
55,600
55,55
55,50
55,50
55,50
55,50
55,55
55,60
55,55
55,50
55,500
55,50
55,50
55,55
55,50
55,50
55,1000
55,50
55,1009
55,650
55,50
55,50
55,50
55,50
55,250
55,55
55,50
55,50
55,50
55,50
55,600
55,550
55,50
55,50
55,50
55,50
55,75
