5000,1,2,1,7590,7,10,one word,55,500,445.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 1% annual interest, the other earns 2% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $7590 in five accounts and has a cat named Moe. One account earns 7% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,9,5,1,5640,9,10,one word,55,50,5.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 9% annual interest, the other earns 5% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $5640 in five accounts and has a cat named Moe. One account earns 9% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,5,5,1,2170,2,10,one word,55,50,5.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 5% annual interest, the other earns 5% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $2170 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,8,3,1,4430,5,10,one word,55,500,445.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 8% annual interest, the other earns 3% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $4430 in five accounts and has a cat named Moe. One account earns 5% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,6,6,1,4770,9,10,one word,55,50,5.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 6% annual interest, the other earns 6% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $4770 in five accounts and has a cat named Moe. One account earns 9% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,3,1,1,2270,2,10,one word,55,250,195.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 3% annual interest, the other earns 1% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $2270 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,6,1,1,5450,2,10,one word,55,55,0.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 6% annual interest, the other earns 1% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $5450 in five accounts and has a cat named Moe. One account earns 2% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,3,3,1,5770,4,10,one word,55,50,5.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 3% annual interest, the other earns 3% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $5770 in five accounts and has a cat named Moe. One account earns 4% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,2,2,1,7360,6,10,one word,55,50,5.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 2% annual interest, the other earns 2% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $7360 in five accounts and has a cat named Moe. One account earns 6% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
5000,4,5,1,7970,7,10,one word,55,50,5.0,0.6,1,0,0,"Emily invested $5000 in two different accounts and has a cat named Uni. One account earns 4% annual interest, the other earns 5% annual interest, and her cat stole 1% of her total investment before she invested. And her mom invested $7970 in five accounts and has a cat named Moe. One account earns 7% annual interest, and Moe stole 10% more than Uni. If the total interest earned after one year is $340, how much did Moe steal? Please answer in one word"
